a1af2dc6-2a14-4c7a-800d-f0785dbc66f0	11	1	116	115	2014-11-16 04:03:36
02cc4fba-8e65-4287-8f02-9d89ca4bd65d	12	1	120	130	2014-11-15 04:03:36
1085326b-a1d0-409b-8eae-89aa33ad49d7	13	1	110	185	2014-11-14 04:03:36
d6cd30dc-24c4-40c7-910e-aae5139bdb68	14	1	180	155	2014-11-13 04:03:36
86c764a3-c1c3-4fac-bd07-2c2fd94e5473	15	1	200	126	2014-11-12 04:03:36
5b1201be-e497-46f7-82dd-afcab65595ad	16	1	160	163	2014-11-11 04:03:36
7b12af0a-94e8-400f-8a53-01d9dadb08f2	17	1	150	165	2014-11-10 04:03:36
1a6480d4-0f7a-442a-a0df-0397f27dd598	18	1	125	110	2014-11-09 04:03:36
dd7464ab-831a-4339-8f8c-96f297ab19b4	19	1	116	112	2014-11-08 04:03:36
e5df4e48-1703-4dfb-9c78-9b4f49dd91e6	20	1	120	117	2014-11-07 04:03:36
82101aa0-df4a-4262-9e51-8cb087025ac5	21	1	101	140	2014-11-06 04:03:36
80fdb920-6a50-4fe4-b2cf-ead4d87eed6e	22	1	110	195	2014-11-05 04:03:36
690e73ce-9f2c-4827-b75b-ce86cf30f2cd	23	1	200	198	2014-11-04 04:03:36
38f75c39-4597-410b-9e37-87a1cde7d623	1	1	100	129	2014-11-03 04:03:36
30315a6c-016d-42b6-9d30-40331ef4c896	2	1	100	121	2014-11-02 04:03:36
32a116c5-eca5-4414-bf43-e85a07279d0d	3	1	100	184	2014-11-01 04:03:36
6be4d82f-5307-404e-bdad-41e08525f7ef	4	1	100	121	2014-10-31 04:03:36
439cfd98-d272-42bd-9a2b-f5ab02bc414c	5	1	100	119	2014-10-30 04:03:36
0fe49473-5e5f-4393-bcb8-f8fa89c7794e	6	1	100	177	2014-10-29 04:03:36
939585fe-415b-4f3f-abfd-d2e30f2a739a	7	1	100	168	2014-10-28 04:03:36
e7ce58a3-8b23-42b0-87ad-560915dc4f5f	8	1	100	157	2014-10-27 04:03:36
1f05389f-c011-4f4b-bd3e-8085ac07a606	9	1	100	132	2014-10-26 04:03:36
3223a3ea-ed29-457c-8288-a265afb85207	10	1	100	183	2014-10-25 04:03:36
