36f0ae43-71fe-4052-b060-a164462480a0	in	1000000.00	2015-05-01 00:00:00	2025-05-30 00:00:00	A	2015-05-25 21:36:58
9d851d5c-85d3-4791-921f-22802e69ff04	in	10000.00	2015-04-01 00:00:00	2015-04-30 00:00:00	A	2015-05-25 21:44:16
05fc1068-0f1f-43bb-9c1d-e20f32525966	np	10000.00	2015-04-01 00:00:00	2015-04-30 00:00:00	A	2015-05-25 21:44:51
afd209c6-0439-40fb-abd2-2858ca84beb1	np	1000000.00	2015-05-01 00:00:00	2025-05-30 00:00:00	A	2015-05-25 21:37:33
7679a4e2-dc0c-44db-87c4-3566469ac050	pk	1000000.00	2015-05-01 00:00:00	2025-05-30 00:00:00	A	2015-05-25 21:37:44
ec97e437-8b0e-4042-a09a-4f53a7e39e3e	pk	10000.00	2015-04-01 00:00:00	2015-04-30 00:00:00	A	2015-05-25 21:45:02
0fb393cd-ba2f-45ce-9748-7eb9e3fce74d	se	1000000.00	2015-05-01 00:00:00	2025-05-30 00:00:00	A	2015-05-25 21:38:17
300d968d-da55-4bec-825b-bc9a5e838863	se	10000.00	2015-04-01 00:00:00	2015-04-30 00:00:00	A	2015-05-25 21:45:39
4059ba0e-40f8-4f33-9789-a11d13ca6f51	us	1000000.00	2015-05-01 00:00:00	2025-05-30 00:00:00	A	2015-05-25 21:38:34
99d877ef-1083-4c1a-982d-be21f3eb450e	us	10000.00	2015-04-01 00:00:00	2015-04-30 00:00:00	A	2015-05-25 21:45:58
						
