1	1	3	I	71938.00	2016-07-30 00:00:00	2014-04-05 04:30:11	2014-08-25 00:00:00
1	7	2	I	97706.00	2016-01-02 00:00:00	2014-08-07 06:20:52	2014-08-26 00:00:00
1	9	0	I	34750.00	2015-10-25 00:00:00	2014-08-03 03:08:13	2014-08-25 00:00:00
1	12	0	C	45704.00	2016-02-21 00:00:00	2013-09-29 14:26:00	2014-08-24 00:00:00
1	13	2	C	43144.00	2015-10-07 00:00:00	2013-11-14 15:26:31	2014-08-25 00:00:00
1	15	0	C	48615.00	2016-07-18 00:00:00	2014-01-24 00:26:07	2014-08-26 00:00:00
1	15	2	C	37052.00	2015-09-06 00:00:00	2014-02-16 05:17:48	2014-08-24 00:00:00
1	18	3	C	88189.00	2015-09-09 00:00:00	2014-02-28 13:02:28	2014-08-24 00:00:00
1	19	1	I	76889.00	2016-06-27 00:00:00	2013-08-26 12:26:04	2014-08-26 00:00:00
1	22	2	C	74081.00	2016-04-17 00:00:00	2013-09-21 04:52:56	2014-08-25 00:00:00
1	22	3	I	55835.00	2016-02-17 00:00:00	2014-06-17 16:51:34	2014-08-26 00:00:00
1	23	0	C	10892.00	2016-07-28 00:00:00	2013-12-14 13:03:17	2014-08-24 00:00:00
1	27	0	C	20136.00	2015-12-23 00:00:00	2014-02-19 02:03:27	2014-08-24 00:00:00
1	28	1	C	77401.00	2016-03-17 00:00:00	2014-06-16 17:59:22	2014-08-24 00:00:00
1	31	3	C	22572.00	2016-06-22 00:00:00	2013-11-24 04:15:54	2014-08-26 00:00:00
1	35	3	C	15122.00	2016-07-15 00:00:00	2014-07-22 02:24:22	2014-08-26 00:00:00
1	39	0	C	90368.00	2016-05-04 00:00:00	2013-11-05 16:19:50	2014-08-24 00:00:00
1	40	2	I	74212.00	2016-08-07 00:00:00	2013-11-09 00:11:38	2014-08-25 00:00:00
1	43	2	I	21763.00	2016-07-17 00:00:00	2014-07-28 01:13:06	2014-08-24 00:00:00
1	52	0	I	43402.00	2016-07-17 00:00:00	2014-03-26 22:13:59	2014-08-24 00:00:00
1	54	1	I	88019.00	2015-10-03 00:00:00	2013-09-18 03:29:51	2014-08-25 00:00:00
1	58	1	I	82245.00	2016-08-16 00:00:00	2013-12-10 06:59:06	2014-08-24 00:00:00
1	61	2	I	17768.00	2015-12-17 00:00:00	2014-01-23 00:14:53	2014-08-25 00:00:00
1	63	0	I	80257.00	2015-08-29 00:00:00	2014-05-10 13:51:04	2014-08-25 00:00:00
1	65	3	I	14986.00	2016-06-19 00:00:00	2014-04-03 17:02:24	2014-08-26 00:00:00
1	66	1	C	36493.00	2016-05-03 00:00:00	2013-11-06 23:57:01	2014-08-25 00:00:00
1	66	2	C	60544.00	2016-01-24 00:00:00	2014-07-22 21:58:24	2014-08-26 00:00:00
1	67	3	C	42373.00	2016-03-24 00:00:00	2013-09-16 15:34:50	2014-08-25 00:00:00
1	69	3	C	99006.00	2016-04-22 00:00:00	2014-05-07 18:51:45	2014-08-24 00:00:00
1	71	0	C	52265.00	2016-07-08 00:00:00	2014-03-19 00:57:20	2014-08-26 00:00:00
1	72	1	C	14690.00	2016-08-11 00:00:00	2014-05-06 08:04:28	2014-08-24 00:00:00
1	72	3	C	22174.00	2015-08-26 00:00:00	2013-12-15 19:02:11	2014-08-24 00:00:00
1	73	1	C	12283.00	2016-05-23 00:00:00	2013-12-16 12:49:52	2014-08-26 00:00:00
1	76	1	C	88441.00	2015-12-21 00:00:00	2013-09-29 00:15:12	2014-08-24 00:00:00
1	79	0	I	75158.00	2016-03-28 00:00:00	2014-08-19 05:33:37	2014-08-24 00:00:00
1	86	2	I	14363.00	2016-08-13 00:00:00	2014-07-07 05:59:30	2014-08-26 00:00:00
1	89	3	C	55314.00	2016-07-30 00:00:00	2014-07-09 12:39:04	2014-08-24 00:00:00
1	90	3	C	98685.00	2016-05-10 00:00:00	2013-09-24 10:55:45	2014-08-26 00:00:00
1	91	0	I	73349.00	2016-04-03 00:00:00	2013-09-09 02:02:00	2014-08-24 00:00:00
1	92	3	C	97784.00	2016-05-11 00:00:00	2013-12-06 16:41:57	2014-08-26 00:00:00
1	95	0	C	11734.00	2015-09-11 00:00:00	2013-11-28 03:09:20	2014-08-26 00:00:00
8	45	1	I	85781.00	2016-07-25 00:00:00	2014-08-12 23:07:29	2014-08-24 00:00:00
8	63	3	C	67607.00	2016-07-07 00:00:00	2013-10-18 03:01:59	2014-08-24 00:00:00
11	5	1	C	56896.00	2016-07-24 00:00:00	2013-10-21 20:17:35	2014-08-24 00:00:00
12	61	0	I	12718.00	2016-07-21 00:00:00	2014-08-15 22:22:51	2014-08-26 00:00:00
13	89	2	C	71043.00	2016-01-14 00:00:00	2014-02-12 06:53:06	2014-08-24 00:00:00
15	31	2	I	13499.00	2015-08-26 00:00:00	2013-12-05 18:07:46	2014-08-25 00:00:00
15	34	2	I	73655.00	2016-04-05 00:00:00	2013-10-05 11:31:02	2014-08-26 00:00:00
17	19	2	I	32768.00	2016-02-03 00:00:00	2014-02-27 11:49:48	2014-08-25 00:00:00
17	72	1	I	17918.00	2016-01-18 00:00:00	2014-04-11 08:05:35	2014-08-26 00:00:00
63	14	1	C	32882.00	2015-09-04 00:00:00	2014-06-13 14:31:55	2014-08-24 00:00:00
63	25	2	C	80880.00	2015-09-12 00:00:00	2014-04-24 04:36:10	2014-08-26 00:00:00
63	91	3	I	15757.00	2016-03-23 00:00:00	2014-01-20 21:02:13	2014-08-26 00:00:00
97	7	1	C	53914.00	2016-01-06 00:00:00	2014-06-24 12:46:37	2014-08-26 00:00:00
97	29	2	C	23144.00	2016-05-17 00:00:00	2014-04-20 22:23:34	2014-08-24 00:00:00
135	1	1	I	43658.00	2016-04-05 00:00:00	2014-02-02 03:45:02	2014-08-24 00:00:00
135	11	2	C	56285.00	2016-03-27 00:00:00	2014-07-21 05:42:13	2014-08-25 00:00:00
135	12	1	I	37302.00	2016-02-24 00:00:00	2014-06-24 10:40:36	2014-08-25 00:00:00
135	42	3	I	16315.00	2016-01-12 00:00:00	2014-03-17 07:23:42	2014-08-24 00:00:00
176	22	0	I	94267.00	2016-08-18 00:00:00	2014-01-27 09:34:48	2014-08-25 00:00:00
245	76	0	I	76467.00	2015-11-21 00:00:00	2014-08-24 20:37:44	2014-08-24 00:00:00
246	3	2	I	51239.00	2016-05-18 00:00:00	2014-06-04 05:36:15	2014-08-26 00:00:00
272	45	1	I	74683.00	2016-08-20 00:00:00	2013-12-16 12:14:30	2014-08-26 00:00:00
319	64	2	I	59894.00	2016-05-22 00:00:00	2013-12-15 02:29:29	2014-08-26 00:00:00
319	70	1	I	25643.00	2016-06-17 00:00:00	2013-11-25 03:19:20	2014-08-26 00:00:00
332	10	1	I	94848.00	2016-04-08 00:00:00	2014-03-21 18:12:23	2014-08-25 00:00:00
332	23	3	I	83040.00	2015-11-19 00:00:00	2014-03-19 12:22:03	2014-08-26 00:00:00
332	26	1	C	64492.00	2015-12-19 00:00:00	2014-02-09 16:33:16	2014-08-24 00:00:00
339	39	0	C	11855.00	2016-06-25 00:00:00	2014-07-09 18:58:51	2014-08-25 00:00:00
339	48	1	C	71914.00	2015-09-25 00:00:00	2014-01-02 10:26:40	2014-08-26 00:00:00
421	76	1	I	88301.00	2015-12-15 00:00:00	2013-09-15 04:29:53	2014-08-25 00:00:00
445	30	2	I	12549.00	2016-03-22 00:00:00	2014-07-01 17:10:17	2014-08-25 00:00:00
445	95	2	I	44235.00	2016-01-03 00:00:00	2014-05-08 05:31:59	2014-08-25 00:00:00
486	96	3	C	35812.00	2016-08-05 00:00:00	2014-01-03 14:03:24	2014-08-25 00:00:00
495	44	1	I	63069.00	2015-12-18 00:00:00	2014-02-04 17:45:46	2014-08-25 00:00:00
547	58	3	I	27163.00	2016-06-22 00:00:00	2014-02-03 17:35:08	2014-08-26 00:00:00
547	63	2	I	99744.00	2016-07-09 00:00:00	2014-08-08 20:05:16	2014-08-25 00:00:00
571	36	3	I	22280.00	2016-05-16 00:00:00	2014-01-08 22:00:23	2014-08-25 00:00:00
571	39	1	I	36427.00	2016-07-05 00:00:00	2014-04-11 13:32:09	2014-08-24 00:00:00
571	68	1	C	68441.00	2016-01-05 00:00:00	2014-07-06 17:27:18	2014-08-25 00:00:00
571	93	3	C	52120.00	2015-10-14 00:00:00	2013-10-14 16:28:55	2014-08-26 00:00:00
611	39	3	C	85051.00	2016-01-16 00:00:00	2014-03-05 20:08:05	2014-08-25 00:00:00
690	35	0	C	71321.00	2016-05-06 00:00:00	2014-02-14 01:55:46	2014-08-24 00:00:00
690	42	3	I	69421.00	2015-12-13 00:00:00	2014-01-04 06:54:16	2014-08-26 00:00:00
691	25	2	C	34320.00	2016-04-02 00:00:00	2014-04-22 22:45:59	2014-08-25 00:00:00
762	44	3	C	22795.00	2016-03-19 00:00:00	2014-08-03 03:09:14	2014-08-25 00:00:00
815	91	2	I	71639.00	2016-03-19 00:00:00	2014-02-16 09:56:48	2014-08-24 00:00:00
819	51	2	C	76066.00	2016-07-26 00:00:00	2014-02-17 21:13:10	2014-08-26 00:00:00
