c83a677b-73cb-4186-9dc1-94d8bc5efbfa	1	50	7004034.31	0.00	0.00	3.11	D	2014-06-08 04:55:00	2014-07-09 09:47:00
87b26a1e-dfcb-46ab-b4b6-e30746d04aa3	1	4	7667184.52	0.00	0.00	4.05	P	2014-06-08 04:55:00	2014-07-09 09:47:00
50009cb8-5476-44e2-a4b3-d37880cd76ea	1	10001	8870630.50	0.00	0.00	4.41	D	2014-06-08 04:55:00	2014-07-09 09:48:00
1d3a81b5-8404-4e36-953a-2235e27cead5	1	23	9234059.79	0.00	0.00	9.99	D	2014-06-08 04:55:00	2014-07-09 09:48:00
f10bf29b-0464-4de7-a05c-ea75be72369b	1	77	1622512.36	1622512.36	0.00	4.78	A	2014-06-08 04:55:00	2014-07-09 09:47:00
0c60b44d-28cb-4649-89f9-8f6e4fbbf8e1	1	51	9322916.75	9322916.75	0.00	10.34	A	2014-06-08 04:55:00	2014-07-09 09:47:00
7037864b-b711-46d1-8f9f-2078729439b6	1	37	2466525.53	0.00	0.00	3.67	P	2014-06-08 04:55:00	2014-07-09 09:47:00
5b319622-99c6-46e9-9447-d6ce45516e34	1	10001	993022.86	0.00	0.00	9.54	D	2014-06-08 04:55:00	2014-07-09 09:48:00
7f292470-753a-487f-879a-a12aee526eed	1	432	10000.86	1.00	10000.00	9.54	A	2014-06-08 04:55:00	2015-07-09 09:48:00
75f95250-9e0e-45b8-8665-5d83f25134ef	1	10001	6573172.15	6554552.15	18620.00	5.15	A	2014-06-08 04:55:00	2015-07-09 09:48:00
11737571-89a9-4552-93ae-a7e87de79221	1	71	1146469.95	0.00	0.00	6.44	D	2014-06-08 04:55:00	2014-07-09 09:48:00
aae891cf-04c0-4d00-8978-ff0fa373fb4f	1	7	6323832.67	0.00	0.00	8.41	P	2014-06-08 04:55:00	2014-07-09 09:48:00
a03b71e1-0feb-45e6-a40c-c2fa4aaf7544	9976	1	8932571.56	0.00	0.00	19.73	D	2014-06-08 04:55:00	2014-07-09 09:48:00
57f7447d-e502-4cb4-ae7b-b3730cfb4f55	9967	1	6050910.92	0.00	0.00	3.32	D	2014-06-08 04:55:00	2014-07-09 09:47:00
a256c072-e580-49ff-9713-964856329d2a	9958	1	9961500.92	0.00	0.00	9.30	D	2014-06-08 04:55:00	2014-07-09 09:48:00
d5316547-958d-4e3f-ab3b-5e67b4e2ba4e	9957	1	5896877.00	5877277.00	19600.00	8.09	A	2014-06-08 04:55:00	2014-07-09 09:48:00
774cabc1-8a65-48cb-81e3-9edbdc41288b	9948	1	126063.50	0.00	0.00	8.68	D	2014-06-08 04:55:00	2014-07-09 09:47:00
dd336261-a5f2-4cd9-921d-0138bcd0de03	9946	1	7295564.54	7279944.54	15620.00	2.91	A	2014-06-08 04:55:00	2014-07-09 09:48:00
35a46fe2-4497-4f12-9c12-0de2eda10ded	9935	1	9140331.71	0.00	0.00	4.74	D	2014-06-08 04:55:00	2014-07-09 09:47:00
3e3e637b-43f6-4225-a052-54d735670490	9924	1	3556582.00	0.00	0.00	4.87	D	2014-06-08 04:55:00	2014-07-09 09:48:00
fa2bfae2-a0d9-4cca-aac4-e37e9e8aabe3	9917	1	1764847.49	0.00	0.00	3.39	D	2014-06-08 04:55:00	2014-07-09 09:48:00
3d814493-7504-448d-b066-49f3e872c85c	9900	1	2033290.92	2020310.92	12980.00	10.85	A	2014-06-08 04:55:00	2014-07-09 09:48:00
827bf4bd-5e45-4189-8204-02d6c71608b2	9886	1	6352080.83	6351020.83	1060.00	14.10	A	2014-06-08 04:55:00	2014-07-09 09:48:00
d594191f-dfa6-45c4-b3fe-37f2bf779198	9886	1	7374646.54	0.00	0.00	7.77	P	2014-06-08 04:55:00	2014-07-09 09:47:00
83c208ba-4633-4a07-af42-e6fedd1da195	9876	1	2664022.12	0.00	0.00	9.41	P	2014-06-08 04:55:00	2014-07-09 09:47:00
379794b2-7889-4dd7-9e11-74576153b5bc	9871	1	9129600.44	0.00	0.00	7.48	P	2014-06-08 04:55:00	2014-07-09 09:48:00
17d59a6c-57be-4451-afaa-24a73ff35014	9857	1	4506562.55	0.00	0.00	8.48	D	2014-06-08 04:55:00	2014-07-09 09:47:00
3e4f61f3-f9a3-4a1a-abb9-42d3f91a8120	9856	1	6814408.50	0.00	0.00	6.89	D	2014-06-08 04:55:00	2014-07-09 09:47:00
450b4f1c-366e-4c4e-b0ab-0325be4564c7	9855	1	6242010.84	6231510.84	10500.00	3.00	A	2014-06-08 04:55:00	2014-07-09 09:47:00
