1	1	3	I	71938.00	2016-07-30 00:00:00	2014-04-05 04:30:11	2014-08-25 00:00:00
1	7	2	I	97706.00	2016-01-02 00:00:00	2014-08-07 06:20:52	2014-08-26 00:00:00
1	9	0	I	34750.00	2015-10-25 00:00:00	2014-08-03 03:08:13	2014-08-25 00:00:00
1	12	0	C	45704.00	2016-02-21 00:00:00	2013-09-29 14:26:00	2014-08-24 00:00:00
1	13	2	C	43144.00	2015-10-07 00:00:00	2013-11-14 15:26:31	2014-08-25 00:00:00
1	15	0	C	48615.00	2016-07-18 00:00:00	2014-01-24 00:26:07	2014-08-26 00:00:00
1	15	2	C	37052.00	2015-09-06 00:00:00	2014-02-16 05:17:48	2014-08-24 00:00:00
1	18	3	C	88189.00	2015-09-09 00:00:00	2014-02-28 13:02:28	2014-08-24 00:00:00
1	19	1	I	76889.00	2016-06-27 00:00:00	2013-08-26 12:26:04	2014-08-26 00:00:00
1	22	2	C	74081.00	2016-04-17 00:00:00	2013-09-21 04:52:56	2014-08-25 00:00:00
1	22	3	I	55835.00	2016-02-17 00:00:00	2014-06-17 16:51:34	2014-08-26 00:00:00
1	23	0	C	10892.00	2016-07-28 00:00:00	2013-12-14 13:03:17	2014-08-24 00:00:00
1	27	0	C	20136.00	2015-12-23 00:00:00	2014-02-19 02:03:27	2014-08-24 00:00:00
1	28	1	C	77401.00	2016-03-17 00:00:00	2014-06-16 17:59:22	2014-08-24 00:00:00
1	31	3	C	22572.00	2016-06-22 00:00:00	2013-11-24 04:15:54	2014-08-26 00:00:00
1	35	3	C	15122.00	2016-07-15 00:00:00	2014-07-22 02:24:22	2014-08-26 00:00:00
1	39	0	C	90368.00	2016-05-04 00:00:00	2013-11-05 16:19:50	2014-08-24 00:00:00
1	40	2	I	74212.00	2016-08-07 00:00:00	2013-11-09 00:11:38	2014-08-25 00:00:00
63	14	1	C	32882.00	2015-09-04 00:00:00	2014-06-13 14:31:55	2014-08-24 00:00:00
63	25	2	C	80880.00	2015-09-12 00:00:00	2014-04-24 04:36:10	2014-08-26 00:00:00
63	91	3	I	15757.00	2016-03-23 00:00:00	2014-01-20 21:02:13	2014-08-26 00:00:00
