us	1294	I	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	1461	P	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	1592	I	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	1620	P	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	1751	I	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	1818	P	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	1920	I	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	1975	P	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	2104	I	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	2145	P	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	2271	I	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	2475	P	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	2574	I	1	2015-02-05 19:14:51	2025-04-08 19:14:51
us	2670	P	1	2015-02-05 19:14:51	2025-04-08 19:14:51					
