00014523-5c34-4274-b252-019c7d008f5e	1	5	79	47.95	2014-02-14 00:00:00
00015219-3855-4a22-88ef-678791bb3e86	1	6	22	24.80	2013-08-20 00:00:00
00017207-88de-451c-b5a1-5d16d05c6a76	1	3	96	55.14	2013-10-04 00:00:00
00021956-360d-4bd6-b538-dee9a55de339	1	11	53	40.39	2013-11-23 00:00:00
0004147c-694b-4e10-b605-4bb26e184bd6	1	1	30	70.81	2013-11-28 00:00:00
00043345-2c73-4607-b489-0b31580c0fcf	1	7	83	82.43	2013-08-15 00:00:00
00046c1a-4c8c-46a0-ac43-6fba0378a2d9	1	6	10	32.67	2013-08-15 00:00:00
0004d2b2-1749-46d1-99fe-bab78f663610	1	6	99	47.45	2014-06-03 00:00:00
f6763e68-d39c-4e92-8bd7-431b80050215	3	7	63	72.73	2014-07-22 00:00:00
fa7d22d1-1af9-417e-b1af-ed546ddd6a82	3	6	69	47.84	2014-07-31 00:00:00
154db6cc-5ba6-4882-be64-ef8604f5026a	5	3	23	95.66	2014-05-02 00:00:00
1fa379b2-4ae0-45ab-9481-89462d2bd6dd	5	3	44	98.98	2014-03-06 00:00:00
253fa930-9252-4205-b123-4cf5e3b17b74	5	9	91	12.79	2013-08-19 00:00:00
297aff59-450b-4c4a-9344-a9a8a457cb9b	5	1	82	68.39	2013-09-29 00:00:00
68ae1176-0841-4187-b844-898e5fc18c97	5	2	79	88.26	2013-09-03 00:00:00
73908273-ed04-4c11-814d-c850c8e36b90	5	7	16	54.58	2013-09-07 00:00:00
78d61965-7c6b-4203-8903-f0d821f3d530	5	3	10	44.61	2013-10-07 00:00:00
7f3b7a9e-8f51-4bbc-9fb0-c133de2ca452	5	6	38	33.48	2013-11-07 00:00:00
8ab8f10e-933e-4a76-8041-75c032254b10	5	1	83	68.43	2013-10-22 00:00:00
94f8c6ac-a366-4eb7-872f-8927549d9597	5	8	99	55.86	2014-04-27 00:00:00
a355b9e6-1c98-478b-ae59-1142d4047219	5	5	55	58.76	2014-04-10 00:00:00
de8d0871-cdfb-474b-9de5-ff328357d6eb	5	10	54	1.37	2014-07-15 00:00:00
e57bdc3d-0131-49c0-b03a-136bf678c29d	5	2	29	89.15	2013-10-15 00:00:00
e6adad85-4e78-40d2-8d51-a8126a9734b6	5	5	14	96.90	2013-08-30 00:00:00
01995c5b-e0b1-49ca-af7f-6a007bb61064	6	9	61	87.21	2014-07-20 00:00:00
0e5e3dc6-d75b-4905-bc32-7890cab150b9	6	2	47	14.47	2013-08-24 00:00:00
2f6adbb5-6897-4363-95b6-6cdb7633b0e9	6	2	59	58.73	2014-02-09 00:00:00
310e8a19-8c5a-4815-84ad-d5611955fc57	6	7	34	6.96	2014-02-11 00:00:00
5e54d68b-a7c2-4ce0-9f6f-3d26bb8241d8	6	11	89	47.12	2013-10-15 00:00:00
8043ac6c-634b-4a6b-982e-62357ff6bcdf	6	4	74	50.26	2013-10-05 00:00:00
8fcaa2c6-7955-4d76-9159-f500567cd26d	6	3	72	50.53	2013-08-05 00:00:00
9979097f-abec-4dd6-9379-abfe388a664f	6	7	96	81.53	2014-05-30 00:00:00
bb6e0dc3-08c2-4631-b4fe-9ba2ab587c3c	6	9	70	45.23	2013-08-11 00:00:00
de31fbcb-a061-49b7-b4dd-e61229e93204	6	7	56	9.07	2014-07-30 00:00:00
2738f340-9e7b-4e0b-bc87-283c1ecbdaeb	8	8	84	16.68	2014-07-03 00:00:00
50734285-2e15-4018-9201-67477849ea31	8	4	60	85.77	2014-07-17 00:00:00
57c15997-b1a9-4367-a09e-117871c1faa6	8	5	46	42.91	2014-04-14 00:00:00
8415619e-7853-4678-9eed-f2fb383b8dfc	8	9	42	88.57	2014-03-02 00:00:00
98039d9c-c58f-4aac-992a-6d8eef6f92f5	8	10	72	92.43	2014-04-15 00:00:00
9d177767-2313-4786-9734-60646719b4ca	8	5	95	23.28	2014-01-17 00:00:00
bfe85519-98cd-441b-9fe2-c63320183932	8	1	92	30.71	2013-12-30 00:00:00
d70aaeb3-6f57-4028-a9c2-483da21470b1	8	4	94	83.92	2014-01-09 00:00:00
eca775ca-793d-4e2b-a930-0973e2f68042	8	4	6	54.16	2013-11-28 00:00:00
0c203d3b-4800-48be-9a63-a528502db707	33	4	56	72.55	2014-04-12 00:00:00
403f4a35-224d-4c3d-a252-2b3d359b602b	33	11	73	91.40	2013-12-18 00:00:00
4a6f2753-e63f-4600-948e-d87a97dcb22b	33	11	5	20.30	2013-09-10 00:00:00
652cbcf7-79a6-46a9-9d2c-af18fc0752f6	33	10	100	54.65	2013-08-19 00:00:00
6c7b8615-f056-4c2a-a700-f922dde8d835	33	8	89	53.13	2014-05-11 00:00:00
83d5172c-b4e8-4780-9026-d5fc1f44105a	33	6	72	33.88	2013-11-08 00:00:00
8e86b883-3eae-4768-99d1-cb05dae3daa8	33	9	90	82.47	2014-02-04 00:00:00
d0069c30-5d29-4374-8f63-a6d8c5180154	33	7	33	66.42	2014-07-12 00:00:00
0dd6a38a-cb2a-4a1c-a94b-726625b2b57f	80	4	93	51.90	2013-12-02 00:00:00
32054a63-72ac-444e-9f1a-8916cac5705d	80	11	80	63.88	2014-04-08 00:00:00
419b1d96-f826-42b7-9040-d34c835011a5	80	3	15	60.33	2013-08-14 00:00:00
5dca07fd-b14b-4af8-8e6d-8e41ad6d24c2	80	4	27	94.32	2013-09-17 00:00:00
5e8057e7-35cf-4215-ac4f-29d81616b3af	80	1	42	94.11	2014-03-13 00:00:00
7a7d8b9a-e831-4c63-ae06-147b33ac3e5c	80	11	34	69.48	2013-12-24 00:00:00
9a501da6-5f7d-489c-9da2-3fbe89c493ae	80	10	97	66.57	2013-09-18 00:00:00
a3cbc7f8-b01b-4925-9fcf-5e8b113a0820	80	7	16	4.05	2014-05-31 00:00:00
b7048976-dff2-4c97-9e5e-ab2e77ccc57d	80	9	17	93.37	2014-07-16 00:00:00
c1244e5f-5f98-409f-a237-3d9e65bbdaf8	80	1	65	65.01	2014-02-25 00:00:00
f442bef3-ae98-46c3-8274-78dadd1d9b79	80	5	10	20.70	2014-04-08 00:00:00
0f0229c1-07e1-4b0c-b4ed-d5b952597289	116	11	97	33.04	2013-12-06 00:00:00
33189be5-99b1-425b-90fc-25f9eeb27e7d	116	11	82	5.02	2014-04-05 00:00:00
7cbdd6b8-044e-4e6a-b569-6fb734daf4f7	116	7	44	83.04	2013-10-27 00:00:00
81c6fc13-bd5c-4717-9985-b665a106cd30	116	10	80	7.45	2014-04-16 00:00:00
c6e21a7a-2d6c-4da9-a574-a16a413fca79	116	4	45	2.29	2013-12-26 00:00:00
c77b4409-da83-45ba-a9e0-5035f98a0fd4	116	6	96	83.62	2014-07-30 00:00:00
e56cf6c0-f2e6-4fc2-b375-0813e7d91fa5	116	3	91	11.67	2014-03-27 00:00:00
e96f4755-10fe-4a89-98e7-3c5978177125	116	8	8	93.77	2014-03-18 00:00:00
ff744015-c08e-4574-8c7e-b9b2b6fecfda	116	11	80	50.43	2013-08-14 00:00:00
026a15f5-48d5-4d88-bd4e-8223505fe0c1	119	9	63	77.14	2014-07-10 00:00:00
5cd6178c-f21c-49a8-a78e-3525c70fadb7	119	8	66	1.06	2013-12-16 00:00:00
7eebd7ce-03a4-45d3-801c-717fb93d21dd	119	7	39	92.17	2014-07-04 00:00:00
88021a8b-ab18-41f5-8034-b65f8bf1b6df	119	9	70	68.86	2013-09-02 00:00:00
cdfedd49-f595-4da3-b3e8-c6ae342c6195	119	9	55	10.07	2013-11-25 00:00:00
d74d0e76-4d6f-4770-9992-c828ea350c6b	119	8	23	45.56	2013-11-19 00:00:00
fcf45b21-78ee-40e8-a613-825bd139e30e	119	1	49	32.50	2013-11-10 00:00:00
159f03d4-1a69-482d-b9f3-f44e3e807d21	312	9	99	65.03	2013-09-01 00:00:00
4f66be1c-2371-44cd-8c54-67483d3a4c49	312	1	77	60.22	2013-11-14 00:00:00
6f24222c-3e5d-411c-a847-658bb02fcda7	312	2	77	43.99	2013-09-13 00:00:00
75d2be4a-1ea3-4cc7-bfe9-d13924bb2a9f	312	8	71	22.04	2014-03-27 00:00:00
823b2ed0-46a0-4383-83a3-d44031fdd8f7	312	10	23	64.84	2013-08-11 00:00:00
a2b4159a-1933-4d10-8e99-9341d4dccd6f	312	2	27	18.13	2014-05-10 00:00:00
b505196f-0ed5-432e-b2f5-a3056cefea2f	312	5	73	20.63	2013-12-06 00:00:00
dc7c4800-68e3-4ac8-b01c-38218f751d90	312	6	83	47.56	2013-12-01 00:00:00
2045428b-2d60-4852-a2d8-a4288a3a257b	399	7	61	55.12	2013-10-18 00:00:00
279c3187-d910-431a-a834-bc9c8da02e3c	399	3	97	60.30	2014-08-04 00:00:00
30284133-ac2c-4f26-b317-1b83966acf02	399	4	46	74.34	2014-01-18 00:00:00
622c4abd-d66c-4c7c-a44d-60c3dfff7904	399	1	13	32.88	2014-04-21 00:00:00
764a2eae-d1eb-4763-8bfa-bfdea5649821	399	7	66	43.00	2014-07-25 00:00:00
76a3f913-d147-4244-9ace-822bc07083e6	399	4	63	95.57	2014-07-06 00:00:00
7724d81e-0ac3-4f07-b818-520d977e5ecc	399	5	94	8.46	2013-10-18 00:00:00
8524217e-d41d-4a32-8682-c5db084e9f90	399	9	14	99.77	2013-11-09 00:00:00
0b23415f-829b-4e37-a497-eee8f0f8187e	432	9	70	77.80	2014-07-28 00:00:00
16254e14-5d37-4b9b-8802-5d0dfe2c3c4f	432	11	6	47.71	2013-08-23 00:00:00
1f297595-b6ee-44e4-ab6b-3a73a11df9ee	432	2	16	12.66	2013-12-15 00:00:00
4e1e6c16-3948-4ba9-94d9-5e480f5e09d6	432	1	75	99.99	2014-05-17 00:00:00
58d634ea-0a27-42ca-b73d-0de0d6a3abfa	432	7	43	48.40	2014-02-11 00:00:00
59945e42-21af-4ef1-9020-0a4043504641	432	3	53	18.83	2014-06-04 00:00:00
688f0bf5-ace6-41f0-8e9a-b6acc5df2d82	432	5	52	92.67	2013-09-13 00:00:00
6b799f22-f542-4be5-a0e8-cac2508c9574	432	10	2	89.26	2013-10-13 00:00:00
7bf6ce85-7b41-40a6-aa9d-902bf8da7c5d	432	3	61	6.44	2013-08-11 00:00:00
88da942a-9036-4cbf-9203-a68b908b9a4e	432	7	81	69.32	2014-07-10 00:00:00
893cf8eb-f02f-453c-ae37-f0876a04fdfd	432	5	3	79.36	2014-02-20 00:00:00
9078b6cc-7414-4cdb-a5bc-bb4ebda016d4	432	8	47	15.35	2013-11-05 00:00:00
9e68edbf-0918-439b-85ae-2e2c4f8f5955	432	8	95	95.94	2014-06-28 00:00:00
a3338fe5-fc59-422b-aaed-0fa867560b57	432	1	89	93.38	2014-07-22 00:00:00
bf5815c1-040f-4ec4-943b-ae1e8b4e618e	432	2	100	68.68	2014-01-03 00:00:00
ec2926ed-f69c-4813-b321-bddf3a52a294	432	3	18	60.12	2014-08-04 00:00:00
edcedbe9-d991-41e6-b306-ec78e5780f97	432	6	75	79.51	2013-11-23 00:00:00
f1bb9703-20d7-4986-b20a-a6dc73a69ee4	432	11	63	97.69	2014-06-15 00:00:00
fb50adf8-a5e5-4be4-a257-63578cf2b307	432	5	29	17.49	2014-06-11 00:00:00
032f1188-3f96-4b33-9c2b-b6bfe0e03ecd	531	1	71	73.21	2014-07-21 00:00:00
037f40c0-bd3c-4a51-b806-d017dae3bbd2	531	4	77	85.68	2014-04-23 00:00:00
