0c60b44d-28cb-4649-89f9-8f6e4fbbf8e1	1	51	9322916.75	9322916.75	0.00	10.34	A	2014-06-08 04:55:00	2014-07-09 09:47:00
0cd3f5fd-7861-41b2-8df7-ccc72d0ae6b7	1	19	1392110.40	1375810.40	16300.00	12.97	A	2014-06-08 04:55:00	2014-07-09 09:48:00
11737571-89a9-4552-93ae-a7e87de79221	1	71	1146469.95	0.00	0.00	6.44	D	2014-06-08 04:55:00	2014-07-09 09:48:00
1d3a81b5-8404-4e36-953a-2235e27cead5	1	23	9234059.79	0.00	0.00	9.99	D	2014-06-08 04:55:00	2014-07-09 09:48:00
50009cb8-5476-44e2-a4b3-d37880cd76ea	1	10001	8870630.50	0.00	0.00	4.41	D	2014-06-08 04:55:00	2014-07-09 09:48:00
52dac8ee-0ab7-470c-b677-acbaf8db8627	1	16	7430641.31	7429961.31	680.00	9.90	A	2014-06-08 04:55:00	2014-07-09 09:47:00
5b319622-99c6-46e9-9447-d6ce45516e34	1	10001	993022.86	0.00	0.00	9.54	D	2014-06-08 04:55:00	2014-07-09 09:48:00
5c24eaea-a73a-4c04-af16-bb48e7dbca93	1	50	1252139.49	1238979.49	13160.00	5.58	A	2014-06-08 04:55:00	2014-07-09 09:47:00
6284e8f2-33a9-43be-86d3-41f8a026c36a	1	10001	7390573.05	0.00	0.00	5.63	P	2014-06-08 04:55:00	2014-07-09 09:48:00
7037864b-b711-46d1-8f9f-2078729439b6	1	37	2466525.53	0.00	0.00	3.67	P	2014-06-08 04:55:00	2014-07-09 09:47:00
75f95250-9e0e-45b8-8665-5d83f25134ef	1	10001	6573172.15	6554552.15	18620.00	5.15	A	2014-06-08 04:55:00	2014-07-09 09:48:00
84bc51dc-a47a-4370-bf30-387c4a4d2ebc	1	66	1440724.74	0.00	0.00	9.34	D	2014-06-08 04:55:00	2014-07-09 09:48:00
87b26a1e-dfcb-46ab-b4b6-e30746d04aa3	1	4	7667184.52	0.00	0.00	4.05	P	2014-06-08 04:55:00	2014-07-09 09:47:00
aae891cf-04c0-4d00-8978-ff0fa373fb4f	1	7	6323832.67	0.00	0.00	8.41	P	2014-06-08 04:55:00	2014-07-09 09:48:00
b79b0fb4-eaa3-44b5-8cb5-3ed1b48adb14	1	96	1363437.31	0.00	0.00	6.82	D	2014-06-08 04:55:00	2014-07-09 09:48:00
