00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,1
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,2
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,3
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,4
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,5
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,6
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,7
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,8
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,9
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,10
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,11
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,12
00792ab2-7a02-41f8-a78b-e22e8d885806,10.00,13
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,1
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,2
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,3
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,4
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,5
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,6
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,7
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,8
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,9
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,10
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,11
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,12
013cf2c7-d8da-40cb-8a82-b2bbd0ea34be,10.00,13
01de158d-e941-4f2d-8666-202f1547c21e,10.00,1
01de158d-e941-4f2d-8666-202f1547c21e,10.00,2
01de158d-e941-4f2d-8666-202f1547c21e,10.00,3
01de158d-e941-4f2d-8666-202f1547c21e,10.00,4
01de158d-e941-4f2d-8666-202f1547c21e,10.00,5
01de158d-e941-4f2d-8666-202f1547c21e,10.00,6
01de158d-e941-4f2d-8666-202f1547c21e,10.00,7
01de158d-e941-4f2d-8666-202f1547c21e,10.00,8
01de158d-e941-4f2d-8666-202f1547c21e,10.00,9
01de158d-e941-4f2d-8666-202f1547c21e,10.00,10
01de158d-e941-4f2d-8666-202f1547c21e,10.00,11
01de158d-e941-4f2d-8666-202f1547c21e,10.00,12
01de158d-e941-4f2d-8666-202f1547c21e,10.00,13
041d8456-df07-484b-afbe-896c1f1c5894,10.00,1
041d8456-df07-484b-afbe-896c1f1c5894,10.00,2
041d8456-df07-484b-afbe-896c1f1c5894,10.00,3
041d8456-df07-484b-afbe-896c1f1c5894,10.00,4
041d8456-df07-484b-afbe-896c1f1c5894,10.00,5
041d8456-df07-484b-afbe-896c1f1c5894,10.00,6
041d8456-df07-484b-afbe-896c1f1c5894,10.00,7
041d8456-df07-484b-afbe-896c1f1c5894,10.00,8
041d8456-df07-484b-afbe-896c1f1c5894,10.00,9
041d8456-df07-484b-afbe-896c1f1c5894,10.00,10
041d8456-df07-484b-afbe-896c1f1c5894,10.00,11
041d8456-df07-484b-afbe-896c1f1c5894,10.00,12
041d8456-df07-484b-afbe-896c1f1c5894,10.00,13
045ac77b-81b9-4411-834b-be93387754d9,10.00,1
045ac77b-81b9-4411-834b-be93387754d9,10.00,2
045ac77b-81b9-4411-834b-be93387754d9,10.00,3
045ac77b-81b9-4411-834b-be93387754d9,10.00,4
045ac77b-81b9-4411-834b-be93387754d9,10.00,5
045ac77b-81b9-4411-834b-be93387754d9,10.00,6
045ac77b-81b9-4411-834b-be93387754d9,10.00,7
045ac77b-81b9-4411-834b-be93387754d9,10.00,8
045ac77b-81b9-4411-834b-be93387754d9,10.00,9
045ac77b-81b9-4411-834b-be93387754d9,10.00,10
045ac77b-81b9-4411-834b-be93387754d9,10.00,11
045ac77b-81b9-4411-834b-be93387754d9,10.00,12
045ac77b-81b9-4411-834b-be93387754d9,10.00,13
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,1
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,2
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,3
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,4
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,5
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,6
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,7
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,8
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,9
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,10
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,11
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,12
04d8a81b-b8c0-41bc-a9e3-91746f6d0dec,10.00,13
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,1
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,2
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,3
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,4
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,5
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,6
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,7
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,8
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,9
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,10
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,11
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,12
05d5b297-c15a-480c-ad20-4cd1d0f30ace,10.00,13
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,1
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,2
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,3
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,4
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,5
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,6
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,7
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,8
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,9
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,10
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,11
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,12
085c763f-aa72-43e4-8438-aa38d8f79708,10.00,13
096cafc4-395d-4dce-9987-fa79add9d065,10.00,1
096cafc4-395d-4dce-9987-fa79add9d065,10.00,2
096cafc4-395d-4dce-9987-fa79add9d065,10.00,3
096cafc4-395d-4dce-9987-fa79add9d065,10.00,4
096cafc4-395d-4dce-9987-fa79add9d065,10.00,5
096cafc4-395d-4dce-9987-fa79add9d065,10.00,6
096cafc4-395d-4dce-9987-fa79add9d065,10.00,7
096cafc4-395d-4dce-9987-fa79add9d065,10.00,8
096cafc4-395d-4dce-9987-fa79add9d065,10.00,9
096cafc4-395d-4dce-9987-fa79add9d065,10.00,10
096cafc4-395d-4dce-9987-fa79add9d065,10.00,11
096cafc4-395d-4dce-9987-fa79add9d065,10.00,12
096cafc4-395d-4dce-9987-fa79add9d065,10.00,13
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,1
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,2
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,3
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,4
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,5
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,6
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,7
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,8
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,9
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,10
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,11
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,12
0b0981f7-82f1-4d0d-b417-2edcc22650ea,10.00,13
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,1
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,2
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,3
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,4
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,5
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,6
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,7
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,8
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,9
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,10
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,11
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,12
0c833cdd-5cce-4953-8734-e8b6c1ea38ac,10.00,13
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,1
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,2
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,3
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,4
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,5
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,6
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,7
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,8
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,9
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,10
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,11
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,12
0c87b06e-1119-415f-aa9e-f9826646c3a0,10.00,13
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,1
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,2
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,3
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,4
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,5
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,6
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,7
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,8
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,9
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,10
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,11
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,12
0e31407c-9f78-4652-9568-be7c4f688b7b,10.00,13
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,1
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,2
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,3
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,4
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,5
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,6
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,7
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,8
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,9
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,10
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,11
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,12
0fe65cf3-098b-4a41-ba27-e9232aa936d8,10.00,13
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,1
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,2
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,3
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,4
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,5
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,6
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,7
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,8
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,9
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,10
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,11
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,12
11185061-d2e8-4cf2-ad39-c45049f1a036,10.00,13
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,1
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,2
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,3
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,4
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,5
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,6
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,7
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,8
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,9
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,10
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,11
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,12
117177c3-3844-4bcc-82fb-4103762d9b3f,10.00,13
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,1
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,2
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,3
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,4
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,5
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,6
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,7
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,8
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,9
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,10
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,11
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,12
11c84bfe-5798-4542-886d-72163c4e58c1,10.00,13
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,1
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,2
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,3
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,4
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,5
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,6
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,7
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,8
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,9
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,10
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,11
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,12
131ce8af-5b72-4fac-bdb1-7273a9792c29,10.00,13
