0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,1
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,2
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,3
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,4
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,5
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,6
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,7
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,8
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,9
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,10
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,11
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,12
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,13
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,14
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,15
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,16
0067803b-2bc3-4b3d-ae3c-352f95310a5e,1000.00,100.00,17
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,1
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,2
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,3
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,4
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,5
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,6
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,7
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,8
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,9
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,10
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,11
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,12
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,13
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,14
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,15
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,16
013ab4ee-8269-45c9-951a-3f2de8fd4137,10000.00,1000.00,17
