26,1,4
26,8,3
26,9,1
26,10,4
26,12,2
26,13,8
26,14,5
26,15,7
26,16,2
26,319,8
26,351,8
26,547,7
26,690,3
26,869,7
26,1039,5
26,1163,8
15,3598,8
26,1222,1
26,1341,1
26,1517,5
26,1588,1
26,1714,4
26,1761,8
26,1845,4
26,2435,6
26,2720,2
26,1,5
26,8,4
26,9,2
26,10,2
26,12,3
26,13,1
26,14,1
26,15,3
26,16,7
26,319,3
26,351,2
26,547,3
26,690,3
26,869,2
26,1039,1
26,1163,8
26,1198,6
26,1222,4
26,1341,3
26,1517,2
26,1588,4
26,1714,8
26,1761,7
26,1845,6
26,2435,7
26,2720,7
26,1,5
26,8,2
26,9,3
26,10,1
26,12,6
26,13,4
26,14,4
26,15,6
26,16,4
26,319,3
26,351,1
26,547,8
26,690,6
26,869,6
26,1039,4
26,1163,7
26,1198,4
26,1222,8
26,1341,8
26,1517,5
26,1588,2
26,1714,4
26,1761,1
26,1845,2
26,2435,3
26,2720,3
26,1,8
26,8,6
26,9,4
26,10,1
26,12,3
26,13,3
26,14,3
26,15,5
26,16,8
26,319,7
26,351,6
26,547,5
26,690,8
26,869,6
26,1039,1
26,1163,2
26,1198,3
26,1222,6
26,1341,1
26,1517,7
26,1588,8
26,1714,8
26,1761,3
26,1845,6
26,2435,8
26,2720,5
26,1,6
26,8,3
26,9,1
26,10,1
26,12,2
26,13,6
26,14,6
26,15,1
26,16,6
26,319,5
26,351,2
26,547,7
26,690,4
26,869,8
26,1039,2
26,1163,3
26,1198,6
26,1222,4
26,1341,6
26,1517,7
26,1588,6
26,1714,7
26,1761,2
26,1845,4
26,2435,6
26,2720,8
26,1,2
26,8,1
26,9,3
26,10,1
26,12,1
26,13,7
26,14,6
26,15,7
26,16,2
26,319,1
26,351,4
26,547,1
26,690,6
26,869,2
26,1039,6
26,1163,5
26,1198,3
26,1222,3
26,1341,8
26,1517,4
26,1588,4
26,1714,6
26,1761,8
26,1845,5
26,2435,5
21,2720,5
