1f8b3860-1529-416d-a61b-d4d9a97153b5,fr,us,10,A,2015-04-30 00:00:00
2736eb6b-abb9-4a06-b0c4-39be000307bd,np,fr,2,A,2015-04-30 00:00:00
530e8be8-5ed1-4bfd-9695-e7a3def448c1,fr,de,10,D,2015-04-30 00:00:00
58e6e1ba-4541-445a-9691-8ac0276e25a9,af,fr,20,D,2015-04-30 00:00:00
6a09d894-32d6-421b-8871-67961d037a8b,af,us,3,D,2015-04-30 00:00:00
9b6ff463-aff8-4c19-8073-ef42f8c215fb,af,us,4,D,2015-04-30 00:00:00
b76cc9ae-ac0d-44fb-8cfd-14ae1bebcef9,af,us,5,D,2015-04-30 00:00:00
ebcde6c1-b2c1-46fe-8571-e515b5249ebb,af,us,6,D,2015-04-30 00:00:00
f71abe81-7f58-4c29-81bb-1055854d715a,af,us,7,D,2015-04-30 00:00:00
f902da6d-4327-4708-ae4b-da38afdcc2d1,af,us,8,D,2015-04-30 00:00:00
