1,26.19
2,23.0
3,12.34
4,29.26
5,22.03
6,15.89
7,12.78
8,49.55
9,46.98
10,15.85
11,19.89
12,2.87
13,20.14
14,5.08
15,3.15
16,39.85
17,38.34
18,2.58
19,12.08
20,18.65
21,39.07
22,25.54
23,20.86
24,18.68
25,2.62
26,9.6
27,30.43
28,23.26
29,36.06
30,19.35
31,7.29
32,32.57
33,19.16
34,11.41
35,11.03
36,42.55
37,11.79
38,44.12
39,15.19
40,39.51
41,12.13
42,35.03
43,18.06
44,19.05
45,44.82
46,3.08
47,32.9
48,45.03
49,17.13
50,2.36
51,17.9
52,19.65
53,16.44
54,3.88
55,13.93
56,31.94
57,2.36
58,31.14
59,30.94
60,28.64
61,12.16
62,44.55
63,42.23
64,49.74
65,4.13
66,9.2
67,22.12
68,42.69
69,29.73
70,29.43
71,12.52
72,1.62
73,48.25
74,24.28
75,3.73
76,20.49
77,12.3
78,8.19
79,29.66
80,46.38
81,28.43
82,27.73
83,17.32
84,12.24
85,26.17
86,5.6
87,15.1
88,37.23
89,32.95
90,22.42
91,48.0
92,2.06
93,23.55
94,41.4
95,11.53
96,36.43
97,33.04
98,46.95
99,3.83
100,46.96
101,4.63
102,36.51
103,7.93
104,17.59
105,30.19
106,47.69
107,6.54
108,25.64
109,29.32
110,7.2
111,12.64
112,32.86
113,24.14
114,45.5
115,37.46
116,49.0
117,15.99
118,34.35
119,37.59
120,29.86
121,33.04
122,28.07
123,47.91
124,48.98
125,29.21
126,15.77
127,2.53
128,22.75
129,13.17
130,44.75
131,45.95
132,16.26
133,19.25
134,33.08
135,12.58
136,28.45
137,41.87
138,26.91
139,8.7
140,5.04
141,19.22
142,7.35
143,18.53
144,45.85
145,20.36
146,40.18
147,40.55
148,27.71
149,25.98
150,23.98
151,25.65
152,35.1
153,44.17
154,48.79
155,45.17
156,41.22
157,4.97
158,38.35
159,15.83
160,5.46
161,39.38
162,22.18
163,39.52
164,33.16
165,18.0
166,3.2
167,47.92
168,7.02
169,17.79
170,16.96
171,10.39
172,24.58
173,32.95
174,43.88
175,16.09
176,9.17
177,16.49
178,37.84
179,18.11
180,28.28
181,24.75
182,4.53
183,9.93
184,26.27
185,20.68
186,33.17
187,18.46
188,15.02
189,2.03
190,28.38
191,34.76
192,7.56
193,25.82
194,33.47
195,34.38
196,30.64
197,14.53
198,21.36
199,29.29
200,31.84
201,7.53
202,48.11
203,42.04
204,33.07
205,48.24
206,27.71
207,15.12
208,34.22
209,42.68
210,37.94
211,45.02
212,46.31
213,23.25
214,6.03
215,13.87
216,48.28
217,9.84
218,29.13
219,24.52
220,3.71
221,33.09
222,33.13
223,42.28
224,27.65
225,38.76
226,43.24
227,10.65
228,7.47
229,16.92
230,37.49
231,10.67
232,35.79
233,42.01
234,43.8
235,3.65
236,6.92
237,6.72
238,15.32
239,9.59
240,9.64
241,32.83
242,5.99
243,16.71
244,24.57
245,44.45
246,37.97
247,22.39
248,19.92
249,27.04
250,35.4
251,3.82
252,17.62
253,46.58
254,47.14
255,37.27
256,9.62
257,33.65
258,32.03
259,44.64
260,11.99
261,24.11
262,18.95
263,12.14
264,22.52
265,2.48
266,12.72
267,36.08
268,20.61
269,2.6
270,34.21
271,39.07
272,41.43
273,40.61
274,46.3
275,42.82
276,49.03
277,33.91
278,2.0
279,21.57
280,24.25
281,4.96
282,23.91
283,25.24
284,39.38
285,45.23
286,41.65
287,38.72
288,34.77
289,49.74
290,11.5
291,14.16
292,36.2
293,5.29
294,29.98
295,6.45
296,7.41
297,18.31
298,40.4
299,8.89
300,1.89
301,28.13
302,6.65
303,31.03
304,4.41
305,20.23
306,30.46
307,3.81
308,41.58
309,36.97
310,35.23
311,4.44
312,33.09
313,18.84
314,31.15
315,42.32
316,27.42
317,27.81
318,45.33
319,12.95
320,7.75
321,34.59
322,2.79
323,44.72
324,45.73
325,28.14
326,46.45
327,24.12
328,20.07
329,20.29
330,4.49
331,15.43
332,43.21
333,20.41
334,47.67
335,41.47
336,9.25
337,22.74
338,43.06
339,36.69
340,18.23
341,29.58
342,34.17
343,28.32
344,13.77
345,5.24
346,2.65
347,42.93
348,11.3
349,8.46
350,32.59
351,1.78
352,9.94
353,3.64
354,26.15
355,22.52
356,23.01
357,15.9
358,29.93
359,36.45
360,25.88
361,16.74
362,14.98
363,19.29
364,11.91
365,6.11
366,25.35
367,19.5
368,47.93
369,10.56
370,38.88
371,39.11
372,29.7
373,21.23
374,42.03
375,21.45
376,41.99
377,44.17
378,20.0
379,47.35
380,14.97
381,41.64
382,34.06
383,30.25
384,4.58
385,47.2
386,6.61
387,31.45
388,1.29
389,23.44
390,9.12
391,2.26
392,30.15
393,10.58
394,25.62
395,6.32
396,23.98
397,5.15
398,22.48
399,7.62
400,31.08
401,26.55
402,26.96
403,24.93
404,4.39
405,31.09
406,11.75
407,17.75
408,5.39
409,49.16
410,7.84
411,1.51
412,11.86
413,21.93
414,41.91
415,46.4
416,31.63
417,26.61
418,41.42
419,39.74
420,23.26
421,22.08
422,7.44
423,23.97
424,41.64
425,30.18
426,8.67
427,16.7
428,45.2
429,12.64
430,16.28
431,39.01
432,14.66
433,11.1
434,49.14
435,27.63
436,13.56
437,21.6
438,17.55
439,15.4
440,22.47
441,38.75
442,28.72
443,8.54
444,43.91
445,38.49
446,8.0
447,42.99
448,21.4
449,21.73
450,25.7
451,47.74
452,36.6
453,7.8
454,11.22
455,25.65
456,15.57
457,26.05
458,22.51
459,31.0
460,37.29
461,42.97
462,23.69
463,41.21
464,7.15
465,1.57
466,29.68
467,15.7
468,18.22
469,48.7
470,39.52
471,43.52
472,21.06
473,34.16
474,29.08
475,34.28
476,3.6
477,22.92
478,10.1
479,45.17
480,38.88
481,42.6
482,19.7
483,11.11
484,5.73
485,30.79
486,8.94
487,46.91
488,42.5
489,37.0
490,41.63
491,29.37
492,22.48
493,11.14
494,23.63
495,45.71
496,42.98
497,45.85
498,43.36
499,36.8
500,12.82
501,11.42
502,4.61
503,14.83
504,17.33
505,24.93
506,22.96
507,28.36
508,1.26
509,37.03
510,23.62
511,39.97
512,7.49
513,41.23
514,31.39
515,20.64
516,44.64
517,39.87
518,30.31
519,36.49
520,4.79
521,3.1
522,37.68
523,8.69
524,32.94
525,46.37
526,44.31
527,38.45
528,40.58
529,47.42
530,36.94
531,5.91
532,2.52
533,3.87
534,16.76
535,42.74
536,35.22
537,24.18
538,38.31
539,46.11
540,18.68
541,33.45
542,30.92
543,48.07
544,29.01
545,24.28
546,34.64
547,43.49
548,44.35
549,9.69
550,35.5
551,10.33
552,9.63
553,7.01
554,3.24
555,17.82
556,46.18
557,34.34
558,25.13
559,39.07
560,37.55
561,34.65
562,37.56
563,3.29
564,34.82
565,15.37
566,31.67
567,39.09
568,33.07
569,46.44
570,48.9
571,18.6
572,30.19
573,4.2
574,35.15
575,37.01
576,22.85
577,7.6
578,30.13
579,10.48
580,32.42
581,27.39
582,45.12
583,38.94
584,22.1
585,2.99
586,11.0
587,18.02
588,36.7
589,44.15
590,30.36
591,19.87
592,6.79
593,5.27
594,24.46
595,26.07
596,16.98
597,37.88
598,19.52
599,24.16
600,9.07
601,42.41
602,26.69
603,3.4
604,31.08
605,41.72
606,20.86
607,28.08
608,2.95
609,37.49
610,14.19
611,26.7
612,4.31
613,28.39
614,39.36
615,26.93
616,36.37
617,10.68
618,4.3
619,1.43
620,7.62
621,16.02
622,18.96
623,14.07
624,41.44
625,26.06
626,43.4
627,37.93
628,27.57
629,9.91
630,32.35
631,35.98
632,4.14
633,17.01
634,40.42
635,28.95
636,31.03
637,11.33
638,12.42
639,36.92
640,8.57
641,47.43
642,10.03
643,40.34
644,2.72
645,8.02
646,42.77
647,23.86
648,37.23
649,49.9
650,22.08
651,16.03
652,15.15
653,28.3
654,46.63
655,49.55
656,38.78
657,6.58
658,16.5
659,45.43
660,33.06
661,5.99
662,32.47
663,49.92
664,41.82
665,22.94
666,7.77
667,12.78
668,8.6
669,41.36
670,11.18
671,15.88
672,44.52
673,18.17
674,29.33
675,41.54
676,22.88
677,24.29
678,10.61
679,3.2
680,36.7
681,32.16
682,39.59
683,2.28
684,18.12
685,45.78
686,50.0
687,8.08
688,23.77
689,17.69
690,49.61
691,40.2
692,34.42
693,33.14
694,37.81
695,25.65
696,13.39
697,26.53
698,25.83
699,32.48
700,33.0
701,12.64
702,46.55
703,21.0
704,17.93
705,33.78
706,48.84
707,16.79
708,44.89
709,20.37
710,38.41
711,29.09
712,47.39
713,37.52
714,47.94
715,37.68
716,2.68
717,23.81
718,35.98
719,19.69
720,12.17
721,32.98
722,14.24
723,1.87
724,30.63
725,45.34
726,33.44
727,42.51
728,16.85
729,45.79
730,24.09
731,49.64
732,39.58
733,40.69
734,43.73
735,6.86
736,48.07
737,11.73
738,38.69
739,24.91
740,14.92
741,38.73
742,33.61
743,39.8
744,37.91
745,26.23
746,28.71
747,39.33
748,36.78
749,48.12
750,39.31
751,13.19
752,43.24
753,2.93
754,8.88
755,29.41
756,35.49
757,19.19
758,20.95
759,17.73
760,3.46
761,16.63
762,12.32
763,15.88
764,49.74
765,33.37
766,32.12
767,32.21
768,19.88
769,29.13
770,48.14
771,49.94
772,6.84
773,3.4
774,1.2
775,33.85
776,34.92
777,21.01
778,46.07
779,43.14
780,41.39
781,37.59
782,24.25
