1	1	3	C	71938.00	2016-07-30 00:00:00	2014-04-05 04:30:11	2014-08-25 00:00:00
90	1	3	C	71938.00	2016-07-30 00:00:00	2014-04-05 04:30:11	2014-08-25 00:00:00
91	3	3	C	97706.00	2016-01-02 00:00:00	2014-08-07 06:20:52	2014-08-26 00:00:00
92	3	3	C	97706.00	2016-01-02 00:00:00	2014-08-07 06:20:52	2014-08-26 00:00:00
10	1	2	C	97706.00	2016-01-02 00:00:00	2014-08-07 06:20:52	2014-08-26 00:00:00
10	3	3	C	97706.00	2016-01-02 00:00:00	2014-08-07 06:20:52	2014-08-26 00:00:00
11	3	3	C	34750.00	2015-10-25 00:00:00	2014-08-03 03:08:13	2014-08-25 00:00:00
11	1	3	C	34750.00	2015-10-25 00:00:00	2014-08-03 03:08:13	2014-08-25 00:00:00
12	1	2	C	45704.00	2016-02-21 00:00:00	2013-09-29 14:26:00	2014-08-24 00:00:00
15	1	3	C	43144.00	2015-10-07 00:00:00	2013-11-14 15:26:31	2014-08-25 00:00:00
26	1	3	C	48615.00	2016-07-18 00:00:00	2014-01-24 00:26:07	2014-08-26 00:00:00
27	1	3	C	37052.00	2015-09-06 00:00:00	2014-02-16 05:17:48	2014-08-24 00:00:00
1	2	3	C	88189.00	2015-09-09 00:00:00	2014-02-28 13:02:28	2014-08-24 00:00:00
11	2	2	C	76889.00	2016-06-27 00:00:00	2013-08-26 12:26:04	2014-08-26 00:00:00
18	2	2	C	74081.00	2016-04-17 00:00:00	2013-09-21 04:52:56	2014-08-25 00:00:00
15	22	3	I	55835.00	2016-02-17 00:00:00	2014-06-17 16:51:34	2014-08-26 00:00:00
16	23	0	C	10892.00	2016-07-28 00:00:00	2013-12-14 13:03:17	2014-08-24 00:00:00
1	60	2	C	20136.00	2015-12-23 00:00:00	2014-02-19 02:03:27	2014-08-24 00:00:00
13	60	1	C	77401.00	2016-03-17 00:00:00	2014-06-16 17:59:22	2014-08-24 00:00:00
21	60	3	C	22572.00	2016-06-22 00:00:00	2013-11-24 04:15:54	2014-08-26 00:00:00
23	60	3	C	15122.00	2016-07-15 00:00:00	2014-07-22 02:24:22	2014-08-26 00:00:00
5	60	2	C	90368.00	2016-05-04 00:00:00	2013-11-05 16:19:50	2014-08-24 00:00:00
6	60	2	C	74212.00	2016-08-07 00:00:00	2013-11-09 00:11:38	2014-08-25 00:00:00
1	43	2	I	21763.00	2016-07-17 00:00:00	2014-07-28 01:13:06	2014-08-24 00:00:00
1	52	0	I	43402.00	2016-07-17 00:00:00	2014-03-26 22:13:59	2014-08-24 00:00:00
1	54	1	I	88019.00	2015-10-03 00:00:00	2013-09-18 03:29:51	2014-08-25 00:00:00
1	58	1	I	82245.00	2016-08-16 00:00:00	2013-12-10 06:59:06	2014-08-24 00:00:00
1	61	2	I	17768.00	2015-12-17 00:00:00	2014-01-23 00:14:53	2014-08-25 00:00:00
1	63	0	I	80257.00	2015-08-29 00:00:00	2014-05-10 13:51:04	2014-08-25 00:00:00
1	65	3	I	14986.00	2016-06-19 00:00:00	2014-04-03 17:02:24	2014-08-26 00:00:00
1	66	1	C	36493.00	2016-05-03 00:00:00	2013-11-06 23:57:01	2014-08-25 00:00:00
1	66	2	C	60544.00	2016-01-24 00:00:00	2014-07-22 21:58:24	2014-08-26 00:00:00
1	67	3	C	42373.00	2016-03-24 00:00:00	2013-09-16 15:34:50	2014-08-25 00:00:00
1	69	3	C	99006.00	2016-04-22 00:00:00	2014-05-07 18:51:45	2014-08-24 00:00:00
1	71	0	C	52265.00	2016-07-08 00:00:00	2014-03-19 00:57:20	2014-08-26 00:00:00
1	72	1	C	14690.00	2016-08-11 00:00:00	2014-05-06 08:04:28	2014-08-24 00:00:00
1	72	3	C	22174.00	2015-08-26 00:00:00	2013-12-15 19:02:11	2014-08-24 00:00:00
1	73	1	C	12283.00	2016-05-23 00:00:00	2013-12-16 12:49:52	2014-08-26 00:00:00
1	76	1	C	88441.00	2015-12-21 00:00:00	2013-09-29 00:15:12	2014-08-24 00:00:00
1	79	0	I	75158.00	2016-03-28 00:00:00	2014-08-19 05:33:37	2014-08-24 00:00:00
1	86	2	I	14363.00	2016-08-13 00:00:00	2014-07-07 05:59:30	2014-08-26 00:00:00
1	89	3	C	55314.00	2016-07-30 00:00:00	2014-07-09 12:39:04	2014-08-24 00:00:00
1	90	3	C	98685.00	2016-05-10 00:00:00	2013-09-24 10:55:45	2014-08-26 00:00:00
1	91	0	I	73349.00	2016-04-03 00:00:00	2013-09-09 02:02:00	2014-08-24 00:00:00
1	92	3	C	97784.00	2016-05-11 00:00:00	2013-12-06 16:41:57	2014-08-26 00:00:00
1	95	0	C	11734.00	2015-09-11 00:00:00	2013-11-28 03:09:20	2014-08-26 00:00:00
3	22	2	I	66005.00	2015-09-14 00:00:00	2014-02-18 08:56:49	2014-08-24 00:00:00
3	53	2	C	51084.00	2015-11-16 00:00:00	2013-09-22 09:53:04	2014-08-25 00:00:00
4	53	1	I	31810.00	2015-10-08 00:00:00	2014-03-05 01:09:32	2014-08-25 00:00:00
4	3	3	C	13947.00	2016-02-03 00:00:00	2013-10-29 02:24:08	2014-08-24 00:00:00
5	38	1	C	73822.00	2015-11-21 00:00:00	2013-11-03 14:03:42	2014-08-25 00:00:00
5	87	0	C	28179.00	2016-07-18 00:00:00	2014-08-08 04:51:19	2014-08-26 00:00:00
5	96	0	C	87076.00	2016-03-09 00:00:00	2013-12-03 23:37:51	2014-08-24 00:00:00
6	70	2	I	73953.00	2015-12-17 00:00:00	2014-03-12 11:07:48	2014-08-25 00:00:00
8	45	1	I	85781.00	2016-07-25 00:00:00	2014-08-12 23:07:29	2014-08-24 00:00:00
8	63	3	C	67607.00	2016-07-07 00:00:00	2013-10-18 03:01:59	2014-08-24 00:00:00
11	5	1	C	56896.00	2016-07-24 00:00:00	2013-10-21 20:17:35	2014-08-24 00:00:00
12	61	0	I	12718.00	2016-07-21 00:00:00	2014-08-15 22:22:51	2014-08-26 00:00:00
13	89	2	C	71043.00	2016-01-14 00:00:00	2014-02-12 06:53:06	2014-08-24 00:00:00
15	31	2	I	13499.00	2015-08-26 00:00:00	2013-12-05 18:07:46	2014-08-25 00:00:00
15	34	2	I	73655.00	2016-04-05 00:00:00	2013-10-05 11:31:02	2014-08-26 00:00:00
17	19	2	I	32768.00	2016-02-03 00:00:00	2014-02-27 11:49:48	2014-08-25 00:00:00
17	72	1	I	17918.00	2016-01-18 00:00:00	2014-04-11 08:05:35	2014-08-26 00:00:00
18	13	2	I	21096.00	2015-11-05 00:00:00	2013-10-10 23:37:27	2014-08-25 00:00:00
19	27	1	I	62124.00	2016-02-08 00:00:00	2014-01-13 21:13:42	2014-08-24 00:00:00
19	54	0	C	81302.00	2016-05-09 00:00:00	2014-03-19 18:46:57	2014-08-26 00:00:00
19	70	2	C	59878.00	2016-08-15 00:00:00	2013-09-08 10:15:47	2014-08-26 00:00:00
19	71	3	I	93363.00	2016-07-19 00:00:00	2013-11-27 16:09:58	2014-08-25 00:00:00
22	2	0	I	27871.00	2016-04-09 00:00:00	2013-09-26 18:04:19	2014-08-24 00:00:00
22	54	1	I	46377.00	2016-04-30 00:00:00	2013-12-21 09:16:28	2014-08-26 00:00:00
23	24	2	C	97186.00	2015-12-12 00:00:00	2013-11-23 07:58:45	2014-08-24 00:00:00
23	83	1	C	97240.00	2015-10-14 00:00:00	2013-10-10 10:10:50	2014-08-26 00:00:00
26	2	2	C	14115.00	2016-06-15 00:00:00	2013-11-26 14:24:48	2014-08-25 00:00:00
26	63	0	C	59824.00	2016-03-15 00:00:00	2013-11-04 08:36:33	2014-08-24 00:00:00
27	86	3	C	60411.00	2016-07-17 00:00:00	2014-03-07 11:49:29	2014-08-24 00:00:00
27	94	2	I	18447.00	2016-01-06 00:00:00	2014-03-21 19:30:56	2014-08-24 00:00:00
